읍면동,본번,부번,면적
생운리,6,4,340
생운리,9,1,178.85
생운리,12,,987
생운리,14,1,479
생운리,14,3,387
생운리,17,1,180
생운리,17,2,496
생운리,20,,717
생운리,21,3,562
생운리,26,,425
생운리,41,3,521
생운리,54,,657
생운리,54,3,660
생운리,88,1,233
생운리,118,1,496
생운리,119,1,844
생운리,119,4,496
생운리,147,1,202
생운리,147,4,598
생운리,147,7,284
생운리,148,,413
생운리,151,2,423
생운리,152,1,818
생운리,153,3,330
생운리,155,1,473
생운리,155,3,202
생운리,162,,990
생운리,170,,660
생운리,170,1,171
생운리,175,1,640
생운리,182,1,577
생운리,185,,552
생운리,186,2,524
생운리,188,1,311
생운리,188,2,559
생운리,189,2,444
생운리,190,1,496
생운리,191,1,197
생운리,194,,550
생운리,195,4,542
생운리,196,2,592
생운리,196,5,496
생운리,199,6,539
생운리,200,,846
생운리,202,,655
생운리,203,2,660
생운리,224,,430
생운리,229,2,340
생운리,260,3,330
남산리,7,,610
남산리,11,1,550
남산리,15,,650
남산리,40,2,157.3
남산리,41,3,522
남산리,41,4,444
남산리,41,6,532
남산리,42,2,902
남산리,42,3,408
남산리,42,6,228
남산리,45,,490
남산리,99,,933
남산리,101,,660
남산리,101,1,628
남산리,106,,327
남산리,110,,988
남산리,127,,890
남산리,130,,660
남산리,139,1,354
남산리,140,1,291.38
남산리,141,,639
남산리,142,2,820
남산리,143,,394
남산리,144,1,833
남산리,144,4,902
남산리,145,1,777
남산리,145,3,625
남산리,146,1,426
남산리,146,2,360
남산리,146,3,231
남산리,148,1,307
남산리,148,3,398
남산리,148,4,857
남산리,150,,312
남산리,153,3,264
남산리,155,,675
남산리,158,,621
남산리,159,,359
남산리,160,,466
남산리,161,,574
남산리,162,,555
남산리,164,,436
남산리,165,,886
남산리,166,,555
남산리,167,,889
남산리,169,,344
남산리,170,,681
남산리,171,1,347
남산리,171,4,375
남산리,173,1,620
남산리,174,1,330
남산리,174,2,519
남산리,175,2,480
남산리,178,,212.78
남산리,182,5,556
남산리,190,5,599
남산리,산,9,720
교항리,7,1,283
교항리,7,3,259
교항리,10,1,265
교항리,11,,387
교항리,13,,382
교항리,17,,291
교항리,18,1,756
교항리,21,,323.6
교항리,22,1,385
교항리,26,3,383
교항리,28,2,349
교항리,46,1,260
교항리,46,27,265
교항리,46,28,274
교항리,46,29,354
교항리,47,2,430
교항리,54,3,628
교항리,56,3,177
교항리,56,5,365
교항리,57,8,289
교항리,57,9,283
교항리,57,11,280
교항리,58,3,1184
교항리,59,2,418
교항리,59,3,160
교항리,60,7,305
교항리,61,1,81
교항리,61,1,299
교항리,61,1,193
교항리,61,1,380
교항리,61,1,207
교항리,61,1,112
교항리,61,1,225
교항리,63,2,930
교항리,112,1,335.9
교항리,112,3,501.5
교항리,116,2,208.5
교항리,116,3,231.2
교항리,116,4,585.6
교항리,116,10,292.7
교항리,116,13,270.5
교항리,116,14,224.1
교항리,116,16,214.3
교항리,116,17,213.1
입석리,16,,962
입석리,18,1,443.1
입석리,18,5,588.1
입석리,18,8,506.2
입석리,19,2,350
입석리,22,,195
입석리,25,7,214.9
입석리,29,,367
입석리,36,4,354
입석리,39,,831
입석리,43,1,447
입석리,65,1,444
입석리,65,2,827
입석리,65,6,549
입석리,65,10,294
입석리,65,12,331
입석리,65,13,282.32
입석리,65,14,446
입석리,65,15,291
입석리,65,16,331
입석리,65,17,350
입석리,65,18,604
입석리,65,19,349
입석리,65,34,459
입석리,110,9,957
입석리,120,1,702
입석리,123,1,672
입석리,123,2,389
입석리,124,,748
입석리,129,,539
입석리,131,2,446
입석리,132,,304
입석리,135,7,269
입석리,135,10,610
입석리,135,12,637
입석리,135,15,237
입석리,137,3,192
입석리,137,4,151
입석리,138,1,425
입석리,138,3,106
입석리,138,5,195
입석리,138,8,175
입석리,138,9,112
입석리,138,10,182
입석리,138,11,122
입석리,138,13,116
입석리,138,15,218
입석리,138,16,122
입석리,138,17,116
입석리,138,20,271
입석리,138,21,119
입석리,138,23,182
입석리,138,24,119
입석리,138,25,340
입석리,139,1,73
입석리,139,4,102
입석리,139,5,99
입석리,139,6,122
입석리,139,7,119
입석리,139,8,106
입석리,139,9,119
입석리,139,12,109
입석리,139,13,102
입석리,140,,338
입석리,140,6,338
입석리,150,1,811.7
입석리,162,1,297
입석리,162,5,281
입석리,162,8,262
입석리,162,9,621
입석리,162,11,355
입석리,162,12,219
입석리,162,18,305
입석리,163,5,129
입석리,165,1,114
입석리,165,5,1078
입석리,165,7,198
입석리,165,13,206
입석리,168,1,197
입석리,168,3,113.5
입석리,169,2,277
입석리,169,6,191.4
입석리,169,7,168
입석리,169,9,225.9
입석리,170,2,364.1
입석리,170,3,153.5
입석리,170,6,642
입석리,170,10,65
입석리,172,1,513.9
입석리,172,2,310
입석리,174,1,350
입석리,174,6,378
입석리,179,2,253
입석리,180,1,100.5
입석리,180,3,919
입석리,182,1,595.5
입석리,183,,277
입석리,183,1,56.97
입석리,183,2,278
입석리,184,2,476
입석리,186,,636
입석리,187,5,580.9
입석리,187,6,672
입석리,188,1,392
입석리,188,2,355
입석리,188,4,387
입석리,190,,478
입석리,192,,478
입석리,192,1,347
입석리,192,2,378.5
입석리,192,3,341.7
입석리,192,4,345.5
입석리,192,5,359.4
입석리,198,,533
입석리,산,11,250
입석리,산,11,68.3
청용리,11,,402
청용리,11,2,385
청용리,18,,212
청용리,24,,1008
청용리,56,,440
청용리,61,1,484
청용리,67,,555
청용리,67,2,651
청용리,67,6,543
청용리,82,1,659
청용리,90,,150.13
청용리,97,2,529
청용리,101,,545
청용리,104,3,476
청용리,130,,486
청용리,142,,744
청용리,144,,655
청용리,146,2,240
청용리,146,3,327
청용리,158,,361
청용리,159,2,326
청용리,161,2,413
청용리,163,1,397
청용리,164,2,718
청용리,164,3,996
청용리,164,6,628
청용리,164,8,295
청용리,167,4,483
청용리,172,3,511
청용리,173,2,211
청용리,173,7,1765
청용리,174,1,396
청용리,174,2,307
청용리,174,3,127
청용리,175,1,826
청용리,179,,189
청용리,180,,314
청용리,181,,496
청용리,181,2,410
청용리,182,1,468
청용리,183,1,273
청용리,184,2,294
청용리,185,1,544
청용리,185,3,538
청용리,186,1,332
청용리,186,2,466
청용리,189,1,350
청용리,189,7,222
청용리,191,2,486
청용리,191,3,427
청용리,191,4,224
청용리,199,,400
청용리,202,,1694
청용리,202,1,304
청용리,202,2,280
청용리,203,2,395.77
청용리,206,,494
청용리,210,,790
청용리,215,,298
청용리,216,,731
청용리,223,,621
청용리,224,,526
청용리,226,,492
청용리,228,,567
청용리,229,,273
청용리,230,,560
청용리,233,3,1597
청용리,233,4,499
청용리,237,,412
청용리,238,2,645
청용리,246,3,509
청용리,258,3,209.2
청용리,269,,496
청용리,295,,990
청용리,311,,711
청용리,329,3,416
청용리,331,,658
청용리,333,1,709
청용리,338,3,327
청용리,338,5,352
청용리,338,6,402
청용리,338,7,412
청용리,346,1,374
청용리,346,4,360
청용리,379,4,631
청용리,379,6,646
청용리,379,7,425
청용리,380,,660
청용리,393,,655
청용리,395,1,463
청용리,416,3,492
청용리,417,1,549
청용리,417,2,607
청용리,417,3,591
청용리,417,4,471
청용리,420,2,661
청용리,421,,450
청용리,423,,500
묵계리,22,2,330
묵계리,22,3,633
묵계리,34,3,115.48
묵계리,77,,477
묵계리,102,2,291
묵계리,106,1,446
묵계리,106,2,557
묵계리,106,3,250
묵계리,106,4,179
묵계리,106,5,203
묵계리,106,7,315
묵계리,106,8,245
묵계리,106,9,299
묵계리,106,10,313
묵계리,106,12,239
묵계리,107,1,394
묵계리,107,4,535
묵계리,124,2,434
묵계리,124,3,233
묵계리,124,4,294
묵계리,124,9,362
묵계리,124,10,303
묵계리,184,11,437
묵계리,188,,4958
묵계리,203,2,251
묵계리,227,,655
묵계리,228,4,458
묵계리,228,5,309
묵계리,229,6,697
묵계리,229,7,232
묵계리,229,8,316
묵계리,230,1,288
묵계리,233,2,374
묵계리,233,3,374
묵계리,233,4,330
묵계리,233,5,380
묵계리,233,6,302
묵계리,233,7,248
묵계리,234,2,797
묵계리,237,,1964
묵계리,238,2,516
묵계리,241,1,1596
묵계리,243,2,539
묵계리,244,1,295
묵계리,245,,400
묵계리,246,2,334
묵계리,251,,1339
곡교리,84,1,458
곡교리,85,1,198
곡교리,85,2,955
곡교리,85,11,295
곡교리,85,12,227
곡교리,85,14,377
곡교리,86,,488
곡교리,89,1,255
곡교리,89,5,443
곡교리,89,10,261
곡교리,89,11,221
곡교리,89,12,145
곡교리,89,18,504
곡교리,89,19,198
곡교리,89,21,519
곡교리,90,1,406
곡교리,90,4,165
곡교리,92,1,301
곡교리,92,7,240
곡교리,93,,413
곡교리,94,5,360
곡교리,94,8,198
곡교리,96,3,278
곡교리,96,5,344
곡교리,96,6,185
곡교리,96,9,615
곡교리,96,10,159
곡교리,96,15,314
곡교리,98,5,231
곡교리,98,6,264
곡교리,99,,271
곡교리,119,1,1011
곡교리,119,10,882
곡교리,122,6,267
곡교리,122,8,260
곡교리,125,1,382
곡교리,127,1,307
곡교리,127,2,337
곡교리,127,3,260
곡교리,127,4,385
곡교리,129,1,507
곡교리,129,7,290
곡교리,130,4,1544
곡교리,134,1,231
곡교리,134,2,605
곡교리,139,3,309.4
곡교리,149,3,328
곡교리,244,5,323
곡교리,244,6,233
곡교리,244,7,488
곡교리,244,8,269.8
곡교리,248,1,460
곡교리,251,1,209.7
곡교리,452,2,189
모평리,37,4,498
모평리,48,1,90
모평리,49,,221.6
모평리,49,,248.5
모평리,49,1,450
모평리,96,1,1327
모평리,96,2,1530
모평리,97,,698
모평리,103,,845
모평리,104,11,245
모평리,104,12,304
모평리,105,1,1326
모평리,106,,1250
모평리,117,,805
모평리,118,1,288
모평리,118,2,357
모평리,118,5,426
모평리,136,,886
모평리,140,1,760
모평리,143,1,1323
모평리,157,2,502
모평리,158,2,408
모평리,159,1,409
모평리,160,1,859
모평리,161,,631
모평리,163,2,506
모평리,163,3,1451
모평리,165,,813
반곡리,1,,358.65
반곡리,2,2,414
반곡리,3,2,89
반곡리,52,1,312
반곡리,52,6,947
반곡리,52,15,471
반곡리,67,,640
반곡리,71,,1412
반곡리,73,2,334
반곡리,75,2,506
반곡리,77,1,850
반곡리,77,3,535
반곡리,81,5,391
반곡리,97,2,446
반곡리,98,4,393
반곡리,113,,800
반곡리,114,2,387
반곡리,114,10,284
반곡리,118,24,412
반곡리,118,26,434
반곡리,120,,607
반곡리,142,4,2628
반곡리,142,5,496
반곡리,142,11,114
반곡리,142,43,534
반곡리,158,3,542
반곡리,184,,669
반곡리,184,4,700
반곡리,184,5,686
반곡리,184,9,672
반곡리,184,10,666
반곡리,184,13,685
반곡리,184,23,620
반곡리,184,25,626
반곡리,184,26,762
반곡리,189,7,939
반곡리,190,,506
반곡리,191,,1038
반곡리,192,3,426
반곡리,219,1,710
반곡리,219,5,610
반곡리,224,,770
반곡리,229,3,446
반곡리,230,,645
반곡리,231,1,246.95
반곡리,235,3,562
반곡리,235,4,559
반곡리,240,2,330
반곡리,240,4,307
반곡리,241,2,420
반곡리,244,4,558
반곡리,245,1,388
반곡리,245,4,275
반곡리,245,6,297
반곡리,245,7,426
반곡리,245,8,369
반곡리,245,10,539
반곡리,248,3,188
반곡리,249,1,544
반곡리,250,2,393
반곡리,253,,430
반곡리,254,1,498
반곡리,255,,813
반곡리,256,,407
반곡리,260,,420
반곡리,261,3,587
반곡리,262,,992
반곡리,266,1,344
반곡리,267,1,255
반곡리,270,,627
반곡리,283,,546
반곡리,323,,433
반곡리,328,1,543
반곡리,328,2,782
반곡리,334,2,700
반곡리,347,,234
반곡리,356,3,2565
반곡리,360,,374
반곡리,361,,456
반곡리,364,5,660
반곡리,365,2,516
반곡리,381,4,400
반곡리,396,11,360
반곡리,396,30,660
반곡리,396,32,392
반곡리,400,8,501
반곡리,401,1,700
반곡리,401,4,545
반곡리,401,13,563
반곡리,401,26,600
반곡리,401,34,550
반곡리,401,37,561
반곡리,401,41,658
반곡리,401,45,688
반곡리,401,46,752
반곡리,401,49,674
반곡리,401,52,657
반곡리,409,1,337
반곡리,420,,660
반곡리,437,,383
반곡리,458,12,644
반곡리,459,2,649
반곡리,461,,297
반곡리,462,4,833
반곡리,462,6,686
반곡리,507,,248
반곡리,543,1,1150
반곡리,543,5,1166
반곡리,543,12,330
반곡리,566,15,651
반곡리,산,25,690.6
갈풍리,7,1,388
갈풍리,7,4,285
갈풍리,8,,539
갈풍리,8,1,330
갈풍리,13,1,726
갈풍리,30,2,516
갈풍리,30,4,1451
갈풍리,40,,777
갈풍리,41,,127.25
갈풍리,51,1,324
갈풍리,52,1,519
갈풍리,56,,660
갈풍리,64,1,774
갈풍리,65,,405
갈풍리,69,12,727
갈풍리,70,6,827
갈풍리,70,8,400
갈풍리,71,45,983
갈풍리,77,,561
갈풍리,80,9,772
갈풍리,80,21,459
갈풍리,80,22,503
갈풍리,80,23,431
갈풍리,80,24,1086
갈풍리,80,26,340.55
갈풍리,80,71,662
갈풍리,80,72,660
갈풍리,80,95,512
갈풍리,83,,539
갈풍리,118,,531
갈풍리,128,,625
갈풍리,131,4,1085
갈풍리,190,1,305
갈풍리,190,6,290
갈풍리,191,,466
갈풍리,194,2,360
갈풍리,196,2,933
갈풍리,196,3,307
갈풍리,198,,820
갈풍리,205,,620
갈풍리,206,1,1063
갈풍리,220,9,995
갈풍리,247,3,463
갈풍리,271,2,207.18
갈풍리,271,3,899
갈풍리,277,3,330
갈풍리,300,3,674
갈풍리,307,,882
갈풍리,319,,1345
갈풍리,320,,650
갈풍리,323,1,420
갈풍리,331,2,638
갈풍리,333,1,469
갈풍리,335,,124.65
갈풍리,337,1,350
갈풍리,337,2,347
학곡리,8,1,601
학곡리,42,6,95
학곡리,47,10,1770
학곡리,66,1,942
학곡리,67,10,330
학곡리,80,1,265
학곡리,81,,142
학곡리,82,3,555
학곡리,110,2,249
학곡리,116,,182.88
학곡리,118,,654
학곡리,148,,496
학곡리,206,,575
학곡리,210,,446
학곡리,222,,582
학곡리,226,,572
학곡리,229,2,224
학곡리,230,,520
학곡리,231,1,537
학곡리,263,,645
학곡리,263,1,496
학곡리,305,1,643
학곡리,366,4,169
학곡리,368,,560
학곡리,368,1,785
학곡리,368,3,451
학곡리,368,5,419
학곡리,387,12,619
학곡리,387,13,667
학곡리,397,,450
학곡리,399,,299
학곡리,399,1,132.7
학곡리,411,4,506
학곡리,412,3,370
학곡리,414,9,212.5
학곡리,415,14,420
학곡리,423,3,905.75
학곡리,439,,496
학곡리,440,,625
학곡리,441,1,316
학곡리,441,2,490
학곡리,441,3,362
학곡리,441,4,453
학곡리,445,1,1054
학곡리,462,16,464
학곡리,465,2,288
학곡리,484,5,331
학곡리,484,7,510
학곡리,484,13,1025
학곡리,486,2,542
학곡리,487,,183
학곡리,488,4,270
학곡리,489,4,512
학곡리,492,1,1277
학곡리,494,,561
학곡리,502,2,271
학곡리,506,1,536
학곡리,508,1,1179
학곡리,526,1,1235.03
학곡리,541,27,826
학곡리,755,,241
학곡리,770,,459
학곡리,782,,403
학곡리,785,3,362.2
학곡리,787,8,161
학곡리,787,11,158.38
학곡리,788,2,285.58
학곡리,793,,671
학곡리,798,,403
학곡리,804,,586
학곡리,808,1,555
학곡리,820,1,291
학곡리,821,1,160.9
학곡리,825,,196.08
학곡리,826,,463
학곡리,830,3,660
학곡리,834,1,282
학곡리,840,,1104
학곡리,842,1,1027
학곡리,881,2,235
학곡리,893,1,264
학곡리,894,,228
학곡리,895,,391
학곡리,895,1,304
학곡리,895,2,345
학곡리,895,3,342
학곡리,896,,404
학곡리,897,,308
학곡리,899,,863
학곡리,905,2,183
학곡리,908,,336
학곡리,909,,600
학곡리,912,,227
학곡리,924,,485.85
학곡리,953,,532
학곡리,956,,206.6
학곡리,957,,843
학곡리,965,,330
학곡리,산,23,183.26
학곡리,산,43,336
가담리,24,2,660
가담리,25,2,578
가담리,36,2,261
가담리,44,1,367
가담리,46,,876
가담리,47,4,142
가담리,49,2,288
가담리,50,,430
가담리,51,,393
가담리,52,1,334
가담리,52,2,320
가담리,52,3,324
가담리,52,4,342
가담리,52,6,164
가담리,52,7,232
가담리,52,8,264
가담리,53,1,1243
가담리,55,1,731
가담리,55,2,1064
가담리,56,3,185
가담리,58,3,400
가담리,59,,416
가담리,61,1,502
가담리,61,3,159
가담리,62,2,463
가담리,64,,400
가담리,65,1,456
가담리,66,,532
가담리,68,2,504
가담리,68,4,473
가담리,71,2,625
가담리,72,1,270
가담리,72,2,1218
가담리,72,5,389
가담리,74,1,447
가담리,75,1,738
가담리,76,1,651
가담리,81,1,227
가담리,81,2,510
가담리,81,3,323
가담리,83,1,246
가담리,83,2,740
가담리,83,3,1087
가담리,84,,357
가담리,87,2,436
가담리,88,2,615
가담리,91,2,400
가담리,160,3,369
가담리,160,4,1002
가담리,160,6,426
가담리,161,4,489.5
가담리,161,7,273.5
가담리,162,3,206.25
가담리,180,,660
가담리,184,,893
가담리,185,,397
가담리,186,,2334
가담리,194,,377
가담리,203,1,601
가담리,230,1,271
가담리,230,2,337
가담리,230,3,542
가담리,231,2,836
가담리,231,4,353
가담리,232,5,162
가담리,232,7,278
가담리,232,8,165
가담리,234,2,106
가담리,234,3,281
가담리,234,4,168.53
가담리,234,11,215.2
가담리,246,,595
가담리,246,2,657
가담리,259,1,162
가담리,283,2,230
가담리,339,1,322
가담리,343,3,489
가담리,345,,5762
가담리,352,1,305.23
가담리,363,1,754
가담리,366,2,744
가담리,380,,631
가담리,385,,559
가담리,390,1,575
가담리,390,2,469
가담리,394,2,543
가담리,395,3,562
가담리,401,1,660
가담리,405,2,509
가담리,405,4,456
가담리,405,7,631
가담리,413,,215
가담리,415,,298
가담리,417,2,783
가담리,418,1,488
가담리,421,,892
가담리,422,,393
가담리,430,,235
가담리,431,,264
가담리,432,,1369
가담리,434,,420
가담리,436,1,463
가담리,436,4,495
가담리,438,3,621
가담리,439,,545
가담리,445,,449
가담리,452,,625
가담리,460,3,714
가담리,492,4,596
가담리,516,2,694
가담리,549,7,660
가담리,산,6,145.75
가담리,산,14,1767.5
가담리,산,25,165
가담리,산,30,457
추동리,3,13,1365
추동리,3,19,826
추동리,3,24,278.5
추동리,3,30,362.7
추동리,3,36,571
추동리,3,45,611
추동리,3,48,362
추동리,3,54,597
추동리,3,62,488
추동리,3,65,507.2
추동리,3,71,701
추동리,3,73,549
추동리,3,80,360
추동리,3,82,449.7
추동리,3,95,790.6
추동리,3,97,498
추동리,3,143,536
추동리,12,5,524
추동리,13,2,469
추동리,15,2,610
추동리,16,,498
추동리,17,9,307
추동리,17,22,240.3
추동리,17,40,327.3
추동리,17,41,193.7
추동리,17,45,338.1
추동리,18,7,782
추동리,19,1,460
추동리,20,,621
추동리,25,,1048
추동리,26,,865
추동리,27,1,448
추동리,28,16,751
추동리,30,1,394.2
추동리,34,1,640
추동리,35,4,346
추동리,36,6,447
추동리,38,2,397
추동리,40,,480
추동리,40,2,915
추동리,46,1,312.6
추동리,46,15,434
추동리,46,21,660
추동리,48,2,578
추동리,55,2,460
추동리,59,1,304
추동리,59,2,314
추동리,61,,475
추동리,104,,972
추동리,108,4,1058
추동리,110,,209.9
추동리,112,,307
추동리,113,,625
추동리,281,,330
추동리,284,2,522
추동리,284,6,698
추동리,290,,936
추동리,291,2,100.03
추동리,291,3,598
추동리,291,5,353
추동리,303,,503
추동리,304,,1600
추동리,306,1,323.4
추동리,306,2,473
추동리,324,3,450
추동리,325,,344
추동리,334,1,266.9
추동리,340,2,1101
추동리,344,1,436
추동리,344,3,212
추동리,346,,608
추동리,348,,1431
추동리,349,,688
추동리,351,1,440
추동리,352,,539
추동리,354,,743
추동리,355,2,484
추동리,357,1,339
추동리,366,,860
추동리,410,,330
추동리,412,1,440
추동리,414,2,1276
추동리,418,1,1187
추동리,427,3,228
추동리,444,4,825
추동리,491,,647
정암리,13,3,664
정암리,23,5,490
정암리,24,,565
정암리,27,2,564
정암리,49,,515
정암리,52,,333
정암리,52,3,905
정암리,62,1,506
정암리,64,,660
정암리,108,,974
정암리,111,1,660
정암리,112,,1101
정암리,116,1,567
정암리,116,3,372
정암리,116,9,495
정암리,116,14,530
정암리,116,15,538
정암리,116,19,722
정암리,117,,367
정암리,119,2,580
정암리,123,1,638
정암리,149,2,370
정암리,155,3,2582
정암리,156,,823
정암리,158,1,502
정암리,184,,599
정암리,184,3,678
정암리,184,5,692
정암리,184,6,940
정암리,184,8,718
정암리,184,9,561
정암리,184,10,594
정암리,184,12,562
정암리,184,16,747
정암리,184,19,469
정암리,184,20,688
정암리,184,27,749
정암리,184,28,749
정암리,186,1,284
정암리,193,5,495
정암리,206,,360
정암리,208,,562
정암리,210,2,281
정암리,211,,417
정암리,212,,495
정암리,216,,439
정암리,220,1,537
정암리,225,1,763
정암리,228,2,650
정암리,240,4,653
정암리,270,4,907
정암리,294,,555
정암리,296,,535
정암리,296,1,606
정암리,304,,687
정암리,326,3,446
정암리,326,7,398
정암리,326,14,782
정암리,330,,517.8
정암리,351,1,630
정암리,351,11,286
정암리,397,,367
정암리,403,1,360
정암리,404,1,638
정암리,412,1,591
정암리,416,,674
정암리,418,,297
정암리,421,3,660
정암리,442,1,495
정암리,446,2,334
정암리,448,5,142
정암리,495,2,342
정암리,495,4,297
정암리,498,3,512
정암리,498,13,324
정암리,499,,660
정암리,506,,375
정암리,507,3,493
정암리,508,,355
정암리,508,5,495
정암리,511,1,548
정암리,511,6,518
정암리,517,1,218
정암리,520,,820
정암리,526,,506
정암리,527,,476
정암리,528,1,727
정암리,528,2,418
정암리,529,,700
정암리,532,,562
정암리,544,2,500
정암리,545,,645
정암리,569,,643
정암리,571,3,559
정암리,571,5,457
정암리,583,,648
정암리,609,,247.5
정암리,610,,596
정암리,611,,527
정암리,612,,326.25
정암리,630,,643
정암리,642,,825
정암리,687,,1104
정암리,688,,320
정암리,690,,315
정암리,692,,559
정암리,703,,529
정암리,712,,1008
정암리,715,1,638
정암리,715,2,803
정암리,719,,579
정암리,719,1,254
정암리,721,,396
정암리,736,1,407
정암리,747,2,342
정암리,748,5,660
정암리,749,,802
정암리,765,3,387
정암리,771,1,686
정암리,771,5,420
정암리,771,7,694
정암리,771,8,652
정암리,772,1,660
정암리,775,1,495
정암리,776,1,809
정암리,778,4,255
정암리,795,,1359
정암리,797,2,545
정암리,800,3,476
정암리,803,2,660
정암리,818,,200.6
정암리,820,1,999
정암리,820,3,689
정암리,820,4,660
정암리,838,5,980
정암리,849,,320
정암리,866,,750
정암리,874,,430
정암리,889,6,690
정암리,892,,570
정암리,893,,494
정암리,897,1,733
정암리,897,4,66.1
정암리,899,,175
정암리,906,,416
정암리,910,2,590
정암리,922,,476
정암리,923,1,1218
정암리,923,6,371
정암리,925,1,518
정암리,926,1,321
정암리,928,2,265
정암리,929,1,226.8
정암리,939,2,458
정암리,942,1,615
정암리,946,1,310
정암리,산,201,546.25
두곡리,5,,469
두곡리,19,,522
두곡리,19,9,330
두곡리,29,,654
두곡리,29,2,671
두곡리,29,4,992
두곡리,30,,681
두곡리,30,2,339
두곡리,30,4,618
두곡리,30,5,658
두곡리,30,6,585
두곡리,76,2,337
두곡리,105,2,732
두곡리,117,,426
두곡리,133,1,363
두곡리,135,1,426
두곡리,135,17,393
두곡리,137,8,308
두곡리,142,1,1376
두곡리,188,3,640
두곡리,193,2,621
두곡리,229,,659
두곡리,230,,464
두곡리,230,2,374
두곡리,230,5,569
두곡리,230,6,532
두곡리,230,8,365
두곡리,230,9,389
두곡리,230,10,327
두곡리,230,11,325
두곡리,231,,794
두곡리,231,4,294
두곡리,248,,388
두곡리,249,,512
두곡리,251,,829
두곡리,253,,510
두곡리,254,,617
두곡리,255,,583
두곡리,256,,743
두곡리,257,,511
두곡리,258,,1901
두곡리,259,,1190
두곡리,260,,727
두곡리,270,1,523
두곡리,270,3,660
두곡리,276,,147
두곡리,318,,353
두곡리,321,3,165
두곡리,321,5,655
두곡리,324,,165
두곡리,324,1,165
두곡리,324,2,165
두곡리,324,4,165
두곡리,324,5,165
두곡리,324,6,165
두곡리,324,8,165
두곡리,324,9,330
두곡리,324,10,540
두곡리,334,1,525
두곡리,338,8,840
두곡리,338,11,677
두곡리,338,12,648
두곡리,426,2,892
두곡리,428,2,298
두곡리,428,3,370
두곡리,428,4,599
두곡리,428,13,371
두곡리,430,1,366
두곡리,435,1,447
두곡리,436,,660
두곡리,446,2,291
두곡리,446,4,325
두곡리,446,7,539
두곡리,448,,168.53
두곡리,448,1,340
두곡리,448,2,252
두곡리,448,8,264
두곡리,451,1,242
두곡리,452,2,197
두곡리,453,,724
두곡리,454,,242
두곡리,455,,704
두곡리,456,1,253
두곡리,456,3,190
두곡리,459,,833
두곡리,461,,446
두곡리,463,1,331
두곡리,465,2,651
두곡리,466,,521
두곡리,466,1,181
두곡리,467,3,340
두곡리,469,6,157
두곡리,469,9,1150
두곡리,470,19,423
두곡리,479,5,188
두곡리,479,18,598
두곡리,481,1,545
두곡리,481,2,509
두곡리,482,1,447
두곡리,483,2,321
두곡리,483,4,598
두곡리,493,,372
두곡리,495,,495
두곡리,498,2,483
두곡리,506,,559
두곡리,506,1,190
두곡리,536,1,124
두곡리,573,2,608
두곡리,581,,564
두곡리,586,17,570
두곡리,586,30,330
두곡리,590,5,647
두곡리,591,26,330
두곡리,591,29,827
두곡리,615,1,330
두곡리,산,10,171.4
용둔리,7,,534
용둔리,20,,495
용둔리,27,2,206
용둔리,27,3,393
용둔리,31,,495
용둔리,32,2,662
용둔리,35,,587
용둔리,35,3,526
용둔리,36,,495
용둔리,38,,623
용둔리,51,,90.5
용둔리,55,,391
용둔리,56,,395
용둔리,57,,475
용둔리,58,,340
용둔리,62,,660
용둔리,71,,487
용둔리,71,3,524
용둔리,73,1,793
용둔리,81,,628
용둔리,81,3,594
용둔리,84,2,905
용둔리,86,1,1283
용둔리,88,4,281
용둔리,93,,397
용둔리,94,1,400
용둔리,101,,304
용둔리,109,9,335
용둔리,109,12,210
용둔리,123,,405.5
용둔리,125,,222
용둔리,133,,419
용둔리,134,3,99
용둔리,135,1,686
용둔리,149,1,585
용둔리,150,,370
용둔리,156,1,233.8
용둔리,157,,660
용둔리,195,,268
용둔리,204,,646
용둔리,204,6,451
용둔리,204,7,383
용둔리,205,,462
용둔리,206,,545
용둔리,206,2,569
용둔리,212,,578
용둔리,212,1,544
용둔리,213,,537
용둔리,213,1,660
용둔리,213,3,641
용둔리,213,4,678
용둔리,215,1,626
용둔리,215,3,559
용둔리,215,7,729
용둔리,217,,327
용둔리,225,,673
용둔리,225,1,990
용둔리,225,4,657
용둔리,225,5,648
용둔리,230,,490
용둔리,231,1,572
용둔리,264,,389
용둔리,301,,657
용둔리,307,,450
용둔리,315,,998
용둔리,336,,482.5
용둔리,342,2,261.75
용둔리,344,,63
용둔리,346,2,303.5
용둔리,352,,625
용둔리,355,2,324
용둔리,358,1,481
용둔리,363,,655
용둔리,401,,651
용둔리,402,3,903
용둔리,412,1,775
용둔리,412,5,420
용둔리,455,,582
용둔리,457,,660
용둔리,511,1,576
용둔리,513,,165
용둔리,515,,321
용둔리,523,2,364
용둔리,525,,1893
용둔리,527,1,436
용둔리,529,2,500
용둔리,531,1,327
용둔리,531,2,228
용둔리,532,2,516
용둔리,533,,300
용둔리,535,2,407
용둔리,537,2,417
용둔리,556,6,288
용둔리,562,5,600
용둔리,569,3,462
용둔리,571,5,497
용둔리,577,4,216
용둔리,578,3,154
용둔리,580,1,991
용둔리,584,,493
용둔리,590,1,150
용둔리,590,3,576
용둔리,598,,131.25
용둔리,606,,366
용둔리,635,2,623
용둔리,637,2,668
용둔리,638,,992
용둔리,645,,397
용둔리,655,,669
용둔리,655,5,827
